mcscore,scscore,processor,freq,maxfreq,cores,threads,tdp,codename,package
2259,733,Intel Core i5-4670T,2300 MHz,3300 MHz,4,4,45 W,Intel HD Graphics 4600,Haswell
3148,733,Intel Xeon E5-2667 v3,3200 MHz,3600 MHz,8,8,135 W,"Gainestown, Haswell-E/EP, Ivy Bridge, Sandy Bridge-EP/EX","Socket 1366 LGA, Socket 2011 LGA"
2410,732,Intel Core i5-3470,3200 MHz,3600 MHz,4,4,77 W,Intel HD Graphics 2500,Ivy Bridge
3070,732,Intel Xeon E5-1620 v2,3700 MHz,3900 MHz,4,8,130 W,Ivy Bridge,FCLGA2011
2596,732,AMD Ryzen 7 PRO 3700U,2300 MHz,4000 MHz,4,8,15 W,Radeon Vega 10,Picasso
1578,731,Intel Core i7-4578U,3000 MHz,3500 MHz,2,4,28 W,Intel Iris Graphics 5100,Haswell
2267,730,Intel Core i5-4430S,2700 MHz,3200 MHz,4,4,65 W,Intel HD Graphics 4600,Haswell
5920,729,AMD EPYC 7551,2000 MHz,2550 MHz,32,64,180 W,Naples,Socket SP3 (4094)
1633,727,Intel Core i5-5287U,2900 MHz,3300 MHz,2,4,28 W,Intel Iris Graphics 6100,Broadwell
3441,727,Intel Xeon Silver 4112,2600 MHz,3000 MHz,4,8,85 W,Skylake,Socket 3647 LGA
2739,726,Intel Core i7-2600,3400 MHz,3800 MHz,4,8,95 W,Intel HD Graphics 2000,Sandy Bridge
1608,726,Intel Core i5-4340M,2900 MHz,3600 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell
1712,726,AMD Athlon 200GE,3200 MHz,,2,4,35 W,Radeon Vega 3,Raven Ridge
6529,726,AMD EPYC 7501,2000 MHz,3000 MHz,32,64,170 W,Naples,Socket SP3 (4094)
8927,725,Intel Xeon E5-2683 v4,2100 MHz,3000 MHz,16,32,120 W,Broadwell-E/EP,Socket 2011 LGA
2656,724,Intel Core i7-4750HQ,2000 MHz,3200 MHz,4,8,47 W,Intel Iris Pro Graphics 5200,Crystal Well
2777,722,Intel Core i7-3820QM,2700 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
2512,722,Intel Core i5-4570R,2700 MHz,3200 MHz,4,4,65 W,Intel Iris Pro Graphics 5200,Crystal Well
2598,721,AMD Ryzen 7 3700U,2300 MHz,4000 MHz,4,8,15 W,Radeon RX Vega 10,Picasso
2503,721,AMD Ryzen 5 PRO 3500U,2100 MHz,3700 MHz,4,8,15 W,Radeon Vega 8,Picasso
3943,719,Intel Xeon E5-2620 v3,2400 MHz,3200 MHz,6,12,85 W,Haswell-E,Socket 2011 LGA
1582,719,Intel Core i3-4170T,3200 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell
1532,718,Intel Core i5-4210H,2900 MHz,3500 MHz,2,4,47 W,Intel HD Graphics 4600,Haswell
2351,717,Intel Core i5-3450,3100 MHz,3500 MHz,4,4,77 W,Intel HD Graphics 2500,Ivy Bridge
1559,717,Intel Core i5-4200H,2800 MHz,3400 MHz,2,4,47 W,Intel HD Graphics 4600,Haswell
2567,716,Intel Core i7-4702MQ,2200 MHz,3200 MHz,4,8,37 W,Intel HD Graphics 4600,Haswell
1552,716,Intel Core i7-5650U,2200 MHz,3100 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell
2569,716,AMD Ryzen 7 PRO 2700U,2200 MHz,3800 MHz,4,8,15 W,Radeon Vega 10,Raven Ridge PRO
2288,715,Intel Core i5-3475S,2900 MHz,3600 MHz,4,4,65 W,Intel HD Graphics 4000,Ivy Bridge
2644,714,Intel Core i7-4702HQ,2200 MHz,3200 MHz,4,8,37 W,Intel HD Graphics 4600,Haswell
2845,713,Intel Xeon E3-1275 v2,3500 MHz,3900 MHz,4,8,77 W,Ivy Bridge,Socket 1155 LGA
1603,713,Intel Core i7-5550U,2000 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell
5012,711,Intel Xeon E5-2630 v3,2400 MHz,3200 MHz,8,16,85 W,Haswell,Socket 2011 LGA
2258,710,Intel Core i5-3470S,2900 MHz,3600 MHz,4,4,65 W,Intel HD Graphics 2500,Ivy Bridge
5187,710,Intel Xeon E5-2687W,3100 MHz,3800 MHz,8,16,150 W,Sandy Bridge-EP,Socket 2011 LGA
1307,710,Intel Celeron G4900,3100 MHz,,2,2,54 W,Intel UHD Graphics 610,Coffee Lake
6864,708,Intel Xeon E5-2687W v3,3100 MHz,3500 MHz,10,20,160 W,Haswell-E/EP,Socket 2011 LGA
1528,708,Intel Pentium G4560T,2900 MHz,,2,4,35 W,Intel HD Graphics 610,Kaby Lake
2486,708,AMD Ryzen 5 3500U,2100 MHz,3700 MHz,4,8,15 W,Radeon Vega 8,Raven Ridge
1486,708,Intel Core i3-4330T,3000 MHz,,2,4,35 W,Intel HD Graphics 4600,Haswell
1486,705,Intel Core i5-4288U,2600 MHz,3100 MHz,2,4,28 W,Intel Iris Pro Graphics 5100,Haswell
2216,704,Intel Core i5-3450S,2800 MHz,3500 MHz,4,4,65 W,Intel HD Graphics 2500,Ivy Bridge
2375,704,Intel Xeon E3-1220 v2,3100 MHz,3500 MHz,4,4,69 W,Ivy Bridge,Socket 1155 LGA
3698,704,Intel Xeon E5-2637 v4,3500 MHz,3700 MHz,4,8,135 W,Broadwell, FCLGA2011-3
5861,703,Intel Xeon E5-2630 v4,2200 MHz,3100 MHz,10,20,85 W,Broadwell-E/EP,Socket 2011 LGA
2600,702,Intel Xeon E3-1240,3300 MHz,3700 MHz,4,8,80 W,Sandy Bridge,Socket 1155 LGA
7339,702,Intel Xeon Gold 5118,2300 MHz,3200 MHz,12,24,105 W,Skylake,FCLGA3647
2349,701,Intel Core i5-3550S,3000 MHz,3700 MHz,4,4,65 W,Intel HD Graphics 2500,Ivy Bridge
1598,701,Intel Core i5-6360U,2000 MHz,3100 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake
10058,701,Intel Xeon E5-2695 v4,2100 MHz,3300 MHz,18,36,120 W,Broadwell,FCLGA2011-3
2215,700,Intel Core i5-2500,3300 MHz,3700 MHz,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
2773,700,Intel Xeon E3-1280,3500 MHz,3900 MHz,4,8,95 W,Sandy Bridge-EP,Socket 1155 LGA
1526,700,Intel Core i5-4310M,2700 MHz,3400 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell
2662,700,Intel Xeon E3-1230L v3,1800 MHz,2800 MHz,4,8,25 W,Haswell,FCLGA1150
2635,698,Intel Xeon E3-1245,3300 MHz,,4,8,95 W,Sandy Bridge,Socket 1155 LGA
1624,698,Intel Core i7-6560U,2200 MHz,3200 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake
1259,696,Intel Pentium G4400T,2900 MHz,,2,2,35 W,Intel HD Graphics 510,Skylake
1539,695,Intel Core i5-4278U,2600 MHz,3100 MHz,2,4,28 W,Intel Iris Graphics 5100,Haswell
8154,694,Intel Xeon E5-2683 v3,2000 MHz,3000 MHz,14,28,120 W,Haswell,FCLGA2011-3
2200,694,Intel Core i5-6400T,2200 MHz,2800 MHz,4,4,35 W,Intel HD Graphics 530,Skylake
5173,694,Intel Xeon Silver 4110,2100 MHz,3000 MHz,8,16,85 W,Skylake,FCLGA3647
2514,694,AMD Ryzen 5 3580U Microsoft Surface Edition,2100 MHz,3700 MHz,4,8,15 W,Radeon Vega 9,Picasso
2463,693,Intel Core i7-4700EQ,2400 MHz,3400 MHz,4,8,47 W,Intel HD Graphics 4600,Haswell
4458,693,Intel Xeon E5-2643 v2,3500 MHz,3800 MHz,6,12,130 W,Ivy Bridge EP,FCLGA2011
2670,692,Intel Core i7-3720QM,2600 MHz,3600 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
5155,690,Intel Xeon E5-2686 v4,2300 MHz,2700 MHz,8,16,145 W,Broadwell-E/EP,Socket 2011 LGA
2177,690,Intel Core i5-4590T,2000 MHz,3000 MHz,4,4,35 W,Intel HD Graphics 4600,Haswell
1278,689,Intel Celeron G3930,2900 MHz,,2,2,51 W,Intel HD Graphics 610,Kaby Lake
2132,688,Intel Core i5-2450P,3200 MHz,3500 MHz,4,4,95 W,Sandy Bridge,LGA1155
2533,687,Intel Core i7-4765T,2000 MHz,3000 MHz,4,8,35 W,Intel HD Graphics 4600,Haswell
1496,687,Intel Core i5-4300M,2600 MHz,3300 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell
1482,686,Intel Core i5-4210M,2600 MHz,3200 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell
1554,686,Intel Core i5-6260U,1800 MHz,2900 MHz,2,4,15 W,Intel Iris Graphics 540,Skylake
2845,685,Intel Xeon E3-1290,3600 MHz,4000 MHz,4,8,95 W,Sandy Bridge,FCLGA1155
6527,684,Intel Xeon E5-2690 v2,3000 MHz,3600 MHz,10,20,130 W,Ivy Bridge EP,FCLGA2011
1500,683,Intel Core i7-5600U,2600 MHz,3200 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
1475,683,Intel Core i5-5257U,2700 MHz,3100 MHz,2,4,28 W,Intel Iris Graphics 6100,Broadwell
1511,683,Intel Core i3-4150T ,3000 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell
2632,682,Intel Core i7-3770T,2500 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
6091,682,Intel Xeon E5-2650 v3,2300 MHz,3000 MHz,10,20,105 W,Haswell,FCLGA2011-3
8013,682,Intel Xeon E5-2660 v4,2000 MHz,3200 MHz,14,28,105 W,Broadwell,FCLGA2011-3
2366,681,AMD Ryzen 5 2500U,2000 MHz,3600 MHz,4,8,15 W,Radeon Vega 8 Graphics,Raven Ridge
1527,681,Intel Core i3-4160T,3100 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell
2650,681,Intel Xeon E3-1235,3200 MHz,3600 MHz,4,8,95 W,Sandy Bridge,Socket 1155 LGA
4653,681,Intel Xeon E5-2630L v3,1800 MHz,2900 MHz,8,16,55 W,Haswell,FCLGA2011-3
2579,679,Intel Core i7-3740QM,2700 MHz,3700 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
2231,678,Intel Core i5-3350P,3100 MHz,3300 MHz,4,4,69 W,Ivy Bridge,FCLGA1155
5226,677,Intel Xeon E5-2690,2900 MHz,3800 MHz,8,16,135 W,Sandy Bridge-EP,Socket 2011 LGA
2463,677,Intel Core i7-4712HQ,2300 MHz,3300 MHz,4,8,37 W,Intel HD Graphics 4600,Haswell
2405,677,Intel Core i7-2960XM,2700 MHz,3700 MHz,4,8,55 W,Intel HD Graphics 3000,Sandy Bridge
3718,676,Intel Core i7-990X,3470 MHz,3730 MHz,6,12,130 W,Gulftown,FCLGA1366
2225,676,Intel Core i5-3340,3100 MHz,3300 MHz,4,4,77 W,Intel HD Graphics 2500,Ivy Bridge
1263,675,Intel Celeron G3900,2800 MHz,,2,2,51 W,Intel HD Graphics 510,Skylake
2924,674,Intel Xeon,2200 MHz,,4,8,Broadwell-E/EP,Socket 2011 LGA,
1230,674,Intel Pentium G3260,3300 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
2322,673,Intel Core i7-2600S,2800 MHz,3800 MHz,4,8,65 W,Intel HD Graphics 2000,Sandy Bridge
2560,673,Intel Xeon E3-1230,3200 MHz,3600 MHz,4,8,80 W,Sandy Bridge,Socket 1155 LGA
1597,671,Intel Core i3-6100H,2700 MHz,,2,4,35 W,Intel HD Graphics 530,Skylake
1246,669,Intel Pentium G3420,3200 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1234,663,Intel Pentium G3250,3200 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
2180,663,Intel Core i5-2380P,3100 MHz,3400 MHz,4,4,95 W,Sandy Bridge,LGA1155
6749,659,AMD EPYC 7551P,2000 MHz,3000 MHz,32,64,180 W,Naples,Socket SP3 (4094)
2955,658,Intel Xeon E5-2643,3300 MHz,3500 MHz,4,8,130 W,Sandy Bridge-EP,Socket 2011 LGA
7052,657,Intel Xeon E5-2697 v2,2700 MHz,3500 MHz,12,24,130 W,Ivy Bridge,FCLGA2011
2114,656,Intel Core i5-2400,3100 MHz,,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
2593,655,Intel Core i7-3610QE,2300 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
3591,654,Intel Xeon W3690,3470 MHz,3730 MHz,6,12,130 W,Gulftown,Socket 1366 LGA
2141,654,Intel Core i5-3330,3000 MHz,3200 MHz,4,4,77 W,Ivy Bridge,FCLGA1155
1431,654,Intel Core i5-5350U,1800 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell
2069,653,Intel Core i5-3340S,2800 MHz,3300 MHz,4,4,65 W,Intel HD Graphics 2500,Ivy Bridge
2073,653,AMD Ryzen 3 2300U,2000 MHz,3400 MHz,4,4,15 W,Radeon Vega 6 Graphics,Raven Ridge
7294,653,Intel Xeon E5-2696 v2,2500 MHz,3300 MHz,12,24,Ivy Bridge EP,FCLGA2011,
5745,652,Intel Xeon Silver 4114,2200 MHz,3000 MHz,10,20,85 W,Skylake,FCLGA3647
7032,652,Intel Xeon Silver 4116,2100 MHz,3000 MHz,12,24,85 W,Skylake,FCLGA3647
2170,651,Intel Xeon E3-1220,3100 MHz,3400 MHz,4,4,80 W,Sandy Bridge,Socket 1155 LGA
3162,651,Intel Xeon E5-2637 v2,3500 MHz,3800 MHz,4,8,130 W,Ivy Bridge EP,FCLGA2011
2266,650,Intel Core i7-2860QM,2500 MHz,3600 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
2392,650,AMD Ryzen 7 2700U,2200 MHz,3800 MHz,4,8,15 W,Radeon RX Vega 10 Graphics,Raven Ridge
1454,649,Intel Core i3-7130U,2700 MHz,,2,4,15 W,Intel HD Graphics 620,Kaby Lake
6082,648,Intel Xeon E5-2680 v2,2800 MHz,3600 MHz,10,20,115 W,Ivy Bridge EP,FCLGA2011
1441,648,Intel Core i3-4130T,2900 MHz,,2,4,35 W,Intel HD Graphics 4400,Haswell
1212,647,Intel Celeron G3900T,2600 MHz,,2,2,35 W,Intel HD Graphics 510,Skylake
3472,646,Intel Core i7-980X,3330 MHz,3600 MHz,6,12,130 W,Gulftown,FCLGA1366
2498,646,Intel Core i7-3630QM,2400 MHz,3400 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
2104,646,Intel Core i5-3335S,2700 MHz,2800 MHz,4,4,65 W,Intel HD Graphics 4000,Ivy Bridge
2235,645,Intel Core i7-2920XM,2500 MHz,3500 MHz,4,8,55 W,Intel HD Graphics 3000,Sandy Bridge
2538,645,Intel Core i7-3615QM,2300 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
1391,645,Intel Core i7-5500U,2400 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
3251,645,Intel Xeon E5-2623 v4,2600 MHz,3200 MHz,4,8,85 W,Broadwell,FCLGA2011-3
2132,645,Intel Core i5-8265U,1600 MHz,3900 MHz,4,8,15 W,Intel UHD Graphics 620,Whiskey Lake
1417,644,AMD Ryzen 3 3250U,2600 MHz,3500 MHz,2,4,15 W,AMD Radeon Vega 3,Picasso
1392,643,AMD Ryzen 3 3200U,2600 MHz,3500 MHz,2,4,15 W,Radeon Vega 3,Picasso
1425,642,Intel Core i7-3520M,2900 MHz,3600 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
3141,642,AMD FX-9590,4700 MHz,5000 MHz,8,8,220 W,Vishera,Socket AM3+
1338,640,Intel Core i7-4510U,2000 MHz,3100 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
2129,639,Intel Xeon E3-1225,3100 MHz,3400 MHz,4,4,95 W,Sandy Bridge,Socket 1155 LGA
4783,639,Intel Xeon E5-2680,2700 MHz,3500 MHz,8,16,130 W,Sandy Bridge-EP,Socket 2011 LGA
1442,639,Intel Core i7-3540M,3000 MHz,3700 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
4676,639,Intel Xeon E5-2620 v4,2100 MHz,3000 MHz,8,16,85 W,"Broadwell-E/EP, Haswell-E/EP","Socket 2011 LGA, Socket 775 LGA"
1426,638,Intel Core i5-3380M,2900 MHz,3600 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
2419,638,Intel Core i5-8365U,1600 MHz,4100 MHz,4,8,15 W,Intel UHD Graphics 620,Whiskey Lake
3606,637,Intel Xeon X5690,3470 MHz,3730 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
2063,636,Intel Core i5-3330S,2700 MHz,3200 MHz,4,4,65 W,Intel HD Graphics 2500,Ivy Bridge
1306,634,Intel Core i7-4600U,2100 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
4381,634,Intel Xeon Silver 4108,1800 MHz,3000 MHz,8,16,85 W,Skylake,FCLGA3647
1390,633,Intel Core i5-4200M,2500 MHz,3100 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell
5738,633,Intel Xeon E5-2670 v2,2500 MHz,3300 MHz,10,20,115 W,Ivy Bridge EP,FCLGA2011
2279,633,Intel Xeon E5-1607 v2,3000 MHz,,4,4,130 W,Ivy Bridge EP,FCLGA2011
2035,632,Intel Core i5-2320,3000 MHz,3300 MHz,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
3672,632,Intel Xeon E5-2667,2900 MHz,3500 MHz,6,12,130 W,Sandy Bridge-EP,"Socket 1366 LGA, Socket 2011 LGA"
1234,631,Intel Core i7-4650U,1700 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
2106,631,Intel Core i5-3570T,2300 MHz,3300 MHz,4,4,45 W,Intel HD Graphics 2500,Ivy Bridge
2623,631,Intel Xeon X5677,3470 MHz,3730 MHz,4,8,130 W,Westmere-EP,Socket 1366 LGA
1382,630,Intel Core i5-3360M,2800 MHz,3500 MHz,2,4,35 W,Ivy Bridge,"FCBGA1023, FCPGA988"
4738,630,AMD EPYC 7351P,2400 MHz,2900 MHz,16,32,170 W,Naples,Socket SP3 (4094)
1384,629,Intel Core i5-3470T,2900 MHz,3600 MHz,2,4,35 W,Ivy Bridge,FCLGA1155
1427,628,Intel Core i5-4258U,2400 MHz,2900 MHz,2,4,28 W,Intel Iris Pro Graphics 5100,Haswell
1143,628,Intel Pentium G3240,3100 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
3430,626,Intel Xeon W3680,3330 MHz,3600 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
5583,626,AMD EPYC 7401P,2000 MHz,3000 MHz,24,48,170 W,Naples,Socket SP3 (4094)
2405,624,Intel Core i7-3635QM,2400 MHz,3400 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
2304,624,Intel Xeon E5-2676 v3,2400 MHz,,2,4,120 W,Haswell-E/EP,Socket 2011 LGA
1381,622,Intel Core i3-3240,3400 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
1136,622,Intel Pentium G3220,3000 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1387,622,Intel Core i3-3250,3500 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
2127,620,Intel Core i7-2760QM,2400 MHz,3500 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
2443,620,Intel Core i7-3610QM,2300 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
1982,618,Intel Core i5-2310,2900 MHz,3200 MHz,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
1382,618,Intel Core i3-3225,3300 MHz,,2,4,55 W,Intel HD Graphics 4000,Ivy Bridge
1881,618,Intel Core i5-4460T,1900 MHz,2700 MHz,4,4,35 W,Intel HD Graphics 4600,Haswell
6264,616,Intel Xeon E5-2640 v4,2400 MHz,3400 MHz,10,20,90 W,"Broadwell-E/EP, Dempsey, Sandy Bridge-EP/EX","Socket 2011 LGA, Socket 771 LGA"
1278,616,Intel Core i5-2390T,2700 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 2000,Sandy Bridge
3373,615,Intel Xeon X5680,3330 MHz,3600 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
4688,615,Intel Xeon E5-2670,2600 MHz,3300 MHz,8,16,115 W,Sandy Bridge-EP/EX,Socket 2011 LGA
2448,614,Intel Xeon W3580,3330 MHz,3600 MHz,4,8,130 W,Bloomfield,Socket 1366 LGA
1385,612,Intel Core i3-3245,3400 MHz,,2,4,55 W,Intel HD Graphics 4000,Ivy Bridge
1385,612,AMD Ryzen 3 2200U,2500 MHz,3400 MHz,2,4,15 W,Radeon Vega 3 Graphics,Raven Ridge
2317,610,Intel Core i7-3632QM,2200 MHz,3200 MHz,4,8,35 W,Intel HD Graphics 4000,Ivy Bridge
1271,610,Intel Core i7-4500U,1800 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
4842,610,Intel Xeon E5-2650 v2,2600 MHz,3400 MHz,8,16,95 W,Ivy Bridge EP,FCLGA2011
1078,605,Intel Pentium G2130,3200 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
2173,603,Intel Core i7-2820QM,2300 MHz,3400 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
1132,603,Intel Xeon E3-1220L,2200 MHz,3400 MHz,2,4,20 W,Sandy Bridge,FCLGA1155
2354,602,Intel Xeon W5590,3330 MHz,3600 MHz,4,8,130 W,,
2301,602,Intel Core i7-3612QM,2100 MHz,3100 MHz,4,8,35 W,Ivy Bridge,FCPGA988
1314,602,Intel Core i5-5300U,2300 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
1862,602,AMD Athlon X4 880K,4191 MHz,4200 MHz,2,4,95 W,Godavari,Socket FM2+ (906)
1370,601,Intel Core i3-2125,3300 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge
1402,601,Intel Core i3-6157U,2400 MHz,,2,4,28 W,Intel Iris Graphics 550,Skylake
5847,599,Intel Xeon E5-4657L v2,2400 MHz,2900 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
1952,598,Intel Core i5-2300,2800 MHz,,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
2413,597,Intel Core i7-975,3330 MHz,3600 MHz,4,8,130 W,Bloomfield,FCLGA1366
1811,596,Intel Core i5-2405S,2500 MHz,3300 MHz,4,4,65 W,Intel HD Graphics 3000,Sandy Bridge
2058,596,Intel Xeon E5-1607,3000 MHz,,4,4,130 W,Sandy Bridge-EP,Socket 2011 LGA
8468,596,Intel Xeon E5-4667 v3,2000 MHz,2900 MHz,16,32,135 W,Haswell,FCLGA2011-3
1326,595,Intel Core i3-3220,3300 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
1785,594,Intel Core i5-2400S,2500 MHz,,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge
6319,592,Intel Xeon E5-2695 v2,2400 MHz,3200 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
3145,591,Intel Xeon W3670,3200 MHz,3460 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
2861,591,AMD FX-9370,4400 MHz,4700 MHz,8,8,220 W,Vishera,Socket AM3+ (942)
1280,590,Intel Core i5-5250U,1600 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell
1262,589,Intel Core i7-2640M,2800 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
4372,588,Intel Xeon E5-2665,2400 MHz,3100 MHz,8,16,115 W,Sandy Bridge-EP,Socket 2011 LGA
1306,586,Intel Core i5-3320M,2600 MHz,3300 MHz,2,4,35 W,Ivy Bridge,"FCBGA1023, FCPGA988"
3675,586,Intel Xeon E5-2630 v2,2600 MHz,3100 MHz,6,12,80 W,Ivy Bridge EP,FCLGA2011
1319,586,Intel Core i5-6300U,2400 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 520,Skylake
4659,585,Intel Xeon E5-2450 v2,2500 MHz,3300 MHz,8,16,95 W,Ivy Bridge EN,FCLGA1356
1104,583,Intel Pentium G3250T,2800 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1234,582,Intel Core i5-4300U,1900 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1084,582,Intel Pentium G3450,3400 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1319,581,Intel Core i3-2130,3400 MHz,,2,4,65 W,Sandy Bridge,FCLGA1155
1297,581,Intel Core i5-3340M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1253,581,Intel Core i5-4310U,2000 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
2337,580,Intel Xeon E3-1265L v2,2500 MHz,3500 MHz,4,8,45 W,Intel HD Graphics 2500,Ivy Bridge
1735,579,Intel Core i5-2500S,2700 MHz,3700 MHz,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge
2331,579,Intel Core i7-965,3200 MHz,3460 MHz,4,8,130 W,Bloomfield,FCLGA1366
1256,578,Intel Core i7-2620M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1282,578,Intel Core i3-3210,3200 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
3222,573,Intel Xeon X5675,3070 MHz,3460 MHz,6,12,95 W,Westmere-EP,Socket 1366 LGA
1215,573,Intel Core i5-4260U,1400 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
1233,573,Intel Core i5-5200U,2200 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
1307,572,Intel Core i3-7100U,2400 MHz,15 MHz,2,4,7 W,Intel HD Graphics 620,Kaby Lake-U/Y
1233,571,Intel Core i7-3667U,2000 MHz,3200 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1031,570,Intel Pentium G2120,3100 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
2018,570,Intel Xeon E5-1603,2800 MHz,,4,4,130 W,Sandy Bridge-EP,Socket 2011 LGA
1237,569,Intel Core i3-4100M,2500 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell
2368,569,Intel Xeon X5667,3070 MHz,3460 MHz,4,8,95 W,Westmere-EP,Socket 1366 LGA
1253,568,Intel Core i5-3230M,2600 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1248,567,Intel Core i5-670,3470 MHz,3730 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1588,567,AMD FX-4330,4017 MHz,,2,4,95 W,Vishera,Socket AM3+ (942)
2775,566,AMD FX-8350,4000 MHz,4200 MHz,8,8,125 W,Vishera,Socket AM3+
2751,565,AMD FX-8370,4000 MHz,4300 MHz,8,8,125 W,Vishera,Socket AM3+ (942)
1258,563,Intel Core i3-2120,3300 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge
1289,563,Intel Core i3-6100U,2300 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake
1026,561,Intel Celeron G1840,2800 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
3234,560,Intel Xeon E5-2430 v2,2500 MHz,3000 MHz,6,12,80 W,Ivy Bridge EN,FCLGA1356
3105,559,Intel Core i7-970,3200 MHz,3460 MHz,6,12,130 W,Gulftown,FCLGA1366
