mcscore,scscore,processor,freq,maxfreq,cores,threads,tdp,codename,package
3251,645,Intel Xeon E5-2623 v4,2600 MHz,3200 MHz,4,8,85 W,Broadwell,FCLGA2011-3
2132,645,Intel Core i5-8265U,1600 MHz,3900 MHz,4,8,15 W,Intel UHD Graphics 620,Whiskey Lake
1425,643,Intel Core i7-3520M,2900 MHz,3600 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1391,643,AMD Ryzen 3 3200U,2600 MHz,3500 MHz,2,4,15 W,Radeon Vega 3,Picasso
1416,643,AMD Ryzen 3 3250U,2600 MHz,3500 MHz,2,4,15 W,AMD Radeon Vega 3,Picasso
3141,642,AMD FX-9590,4700 MHz,5000 MHz,8,8,220 W,Vishera,Socket AM3+
1338,640,Intel Core i7-4510U,2000 MHz,3100 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
2129,639,Intel Xeon E3-1225,3100 MHz,3400 MHz,4,4,95 W,Sandy Bridge,Socket 1155 LGA
4783,639,Intel Xeon E5-2680,2700 MHz,3500 MHz,8,16,130 W,Sandy Bridge-EP,Socket 2011 LGA
1442,639,Intel Core i7-3540M,3000 MHz,3700 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
4676,639,Intel Xeon E5-2620 v4,2100 MHz,3000 MHz,8,16,85 W,"Broadwell-E/EP, Haswell-E/EP","Socket 2011 LGA, Socket 775 LGA"
1426,638,Intel Core i5-3380M,2900 MHz,3600 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
2419,638,Intel Core i5-8365U,1600 MHz,4100 MHz,4,8,15 W,Intel UHD Graphics 620,Whiskey Lake
3607,637,Intel Xeon X5690,3470 MHz,3730 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
1308,637,Intel Core i7-4600U,2100 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
2062,635,Intel Core i5-3330S,2700 MHz,3200 MHz,4,4,65 W,Intel HD Graphics 2500,Ivy Bridge
4381,634,Intel Xeon Silver 4108,1800 MHz,3000 MHz,8,16,85 W,Skylake,FCLGA3647
1390,633,Intel Core i5-4200M,2500 MHz,3100 MHz,2,4,37 W,Intel HD Graphics 4600,Haswell
5738,633,Intel Xeon E5-2670 v2,2500 MHz,3300 MHz,10,20,115 W,Ivy Bridge EP,FCLGA2011
2279,633,Intel Xeon E5-1607 v2,3000 MHz,,4,4,130 W,Ivy Bridge EP,FCLGA2011
3672,632,Intel Xeon E5-2667,2900 MHz,3500 MHz,6,12,130 W,Sandy Bridge-EP,"Socket 1366 LGA, Socket 2011 LGA"
2035,631,Intel Core i5-2320,3000 MHz,3300 MHz,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
1234,631,Intel Core i7-4650U,1700 MHz,3300 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
2106,631,Intel Core i5-3570T,2300 MHz,3300 MHz,4,4,45 W,Intel HD Graphics 2500,Ivy Bridge
2623,631,Intel Xeon X5677,3470 MHz,3730 MHz,4,8,130 W,Westmere-EP,Socket 1366 LGA
1382,630,Intel Core i5-3360M,2800 MHz,3500 MHz,2,4,35 W,Ivy Bridge,"FCBGA1023, FCPGA988"
4738,630,AMD EPYC 7351P,2400 MHz,2900 MHz,16,32,170 W,Naples,Socket SP3 (4094)
1384,628,Intel Core i5-3470T,2900 MHz,3600 MHz,2,4,35 W,Ivy Bridge,FCLGA1155
1426,628,Intel Core i5-4258U,2400 MHz,2900 MHz,2,4,28 W,Intel Iris Pro Graphics 5100,Haswell
1143,628,Intel Pentium G3240,3100 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
3430,626,Intel Xeon W3680,3330 MHz,3600 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
5583,626,AMD EPYC 7401P,2000 MHz,3000 MHz,24,48,170 W,Naples,Socket SP3 (4094)
2304,624,Intel Xeon E5-2676 v3,2400 MHz,,2,4,120 W,Haswell-E/EP,Socket 2011 LGA
2398,623,Intel Core i7-3635QM,2400 MHz,3400 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
1138,623,Intel Pentium G3220,3000 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1380,622,Intel Core i3-3240,3400 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
1387,622,Intel Core i3-3250,3500 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
2126,620,Intel Core i7-2760QM,2400 MHz,3500 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
2443,620,Intel Core i7-3610QM,2300 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 4000,Ivy Bridge
1983,618,Intel Core i5-2310,2900 MHz,3200 MHz,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
1382,618,Intel Core i3-3225,3300 MHz,,2,4,55 W,Intel HD Graphics 4000,Ivy Bridge
1881,618,Intel Core i5-4460T,1900 MHz,2700 MHz,4,4,35 W,Intel HD Graphics 4600,Haswell
6264,616,Intel Xeon E5-2640 v4,2400 MHz,3400 MHz,10,20,90 W,"Broadwell-E/EP, Dempsey, Sandy Bridge-EP/EX","Socket 2011 LGA, Socket 771 LGA"
1278,616,Intel Core i5-2390T,2700 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 2000,Sandy Bridge
3373,615,Intel Xeon X5680,3330 MHz,3600 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
4686,614,Intel Xeon E5-2670,2600 MHz,3300 MHz,8,16,115 W,Sandy Bridge-EP/EX,Socket 2011 LGA
2448,614,Intel Xeon W3580,3330 MHz,3600 MHz,4,8,130 W,Bloomfield,Socket 1366 LGA
1386,613,AMD Ryzen 3 2200U,2500 MHz,3400 MHz,2,4,15 W,Radeon Vega 3 Graphics,Raven Ridge
1385,612,Intel Core i3-3245,3400 MHz,,2,4,55 W,Intel HD Graphics 4000,Ivy Bridge
2316,610,Intel Core i7-3632QM,2200 MHz,3200 MHz,4,8,35 W,Intel HD Graphics 4000,Ivy Bridge
1271,610,Intel Core i7-4500U,1800 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
4844,610,Intel Xeon E5-2650 v2,2600 MHz,3400 MHz,8,16,95 W,Ivy Bridge EP,FCLGA2011
1078,605,Intel Pentium G2130,3200 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
2178,604,Intel Core i7-2820QM,2300 MHz,3400 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
1132,603,Intel Xeon E3-1220L,2200 MHz,3400 MHz,2,4,20 W,Sandy Bridge,FCLGA1155
2354,602,Intel Xeon W5590,3330 MHz,3600 MHz,4,8,130 W,,
2301,602,Intel Core i7-3612QM,2100 MHz,3100 MHz,4,8,35 W,Ivy Bridge,FCPGA988
1313,602,Intel Core i5-5300U,2300 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
1862,602,AMD Athlon X4 880K,4191 MHz,4200 MHz,2,4,95 W,Godavari,Socket FM2+ (906)
1370,601,Intel Core i3-2125,3300 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge
1402,601,Intel Core i3-6157U,2400 MHz,,2,4,28 W,Intel Iris Graphics 550,Skylake
5847,599,Intel Xeon E5-4657L v2,2400 MHz,2900 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
1952,598,Intel Core i5-2300,2800 MHz,,4,4,95 W,Intel HD Graphics 2000,Sandy Bridge
2409,596,Intel Core i7-975,3330 MHz,3600 MHz,4,8,130 W,Bloomfield,FCLGA1366
1811,596,Intel Core i5-2405S,2500 MHz,3300 MHz,4,4,65 W,Intel HD Graphics 3000,Sandy Bridge
8468,596,Intel Xeon E5-4667 v3,2000 MHz,2900 MHz,16,32,135 W,Haswell,FCLGA2011-3
1326,595,Intel Core i3-3220,3300 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
2053,595,Intel Xeon E5-1607,3000 MHz,,4,4,130 W,Sandy Bridge-EP,Socket 2011 LGA
1785,594,Intel Core i5-2400S,2500 MHz,,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge
6319,592,Intel Xeon E5-2695 v2,2400 MHz,3200 MHz,12,24,115 W,Ivy Bridge EP,FCLGA2011
3145,591,Intel Xeon W3670,3200 MHz,3460 MHz,6,12,130 W,Westmere-EP,Socket 1366 LGA
2861,591,AMD FX-9370,4400 MHz,4700 MHz,8,8,220 W,Vishera,Socket AM3+ (942)
1280,590,Intel Core i5-5250U,1600 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 6000,Broadwell
1262,589,Intel Core i7-2640M,2800 MHz,3500 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
4374,587,Intel Xeon E5-2665,2400 MHz,3100 MHz,8,16,115 W,Sandy Bridge-EP,Socket 2011 LGA
1306,586,Intel Core i5-3320M,2600 MHz,3300 MHz,2,4,35 W,Ivy Bridge,"FCBGA1023, FCPGA988"
3675,586,Intel Xeon E5-2630 v2,2600 MHz,3100 MHz,6,12,80 W,Ivy Bridge EP,FCLGA2011
1319,586,Intel Core i5-6300U,2400 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 520,Skylake
4659,585,Intel Xeon E5-2450 v2,2500 MHz,3300 MHz,8,16,95 W,Ivy Bridge EN,FCLGA1356
1104,583,Intel Pentium G3250T,2800 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1234,582,Intel Core i5-4300U,1900 MHz,2900 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1084,582,Intel Pentium G3450,3400 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
2333,581,Intel Core i7-965,3200 MHz,3460 MHz,4,8,130 W,Bloomfield,FCLGA1366
1319,581,Intel Core i3-2130,3400 MHz,,2,4,65 W,Sandy Bridge,FCLGA1155
1296,581,Intel Core i5-3340M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1253,581,Intel Core i5-4310U,2000 MHz,3000 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
2337,580,Intel Xeon E3-1265L v2,2500 MHz,3500 MHz,4,8,45 W,Intel HD Graphics 2500,Ivy Bridge
1282,578,Intel Core i3-3210,3200 MHz,,2,4,55 W,Intel HD Graphics 2500,Ivy Bridge
1733,577,Intel Core i5-2500S,2700 MHz,3700 MHz,4,4,65 W,Intel HD Graphics 2000,Sandy Bridge
1256,577,Intel Core i7-2620M,2700 MHz,3400 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
3222,573,Intel Xeon X5675,3070 MHz,3460 MHz,6,12,95 W,Westmere-EP,Socket 1366 LGA
1215,573,Intel Core i5-4260U,1400 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
1233,573,Intel Core i5-5200U,2200 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 5500,Broadwell
1307,572,Intel Core i3-7100U,2400 MHz,15 MHz,2,4,7 W,Intel HD Graphics 620,Kaby Lake-U/Y
1233,571,Intel Core i7-3667U,2000 MHz,3200 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1031,570,Intel Pentium G2120,3100 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
2018,570,Intel Xeon E5-1603,2800 MHz,,4,4,130 W,Sandy Bridge-EP,Socket 2011 LGA
1237,569,Intel Core i3-4100M,2500 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell
1253,568,Intel Core i5-3230M,2600 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1248,567,Intel Core i5-670,3470 MHz,3730 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1588,567,AMD FX-4330,4017 MHz,,2,4,95 W,Vishera,Socket AM3+ (942)
2774,566,AMD FX-8350,4000 MHz,4200 MHz,8,8,125 W,Vishera,Socket AM3+
2438,566,Intel Xeon X5667,3070 MHz,3460 MHz,4,8,95 W,Westmere-EP,Socket 1366 LGA
2751,565,AMD FX-8370,4000 MHz,4300 MHz,8,8,125 W,Vishera,Socket AM3+ (942)
1257,563,Intel Core i3-2120,3300 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge
1288,563,Intel Core i3-6100U,2300 MHz,,2,4,15 W,Intel HD Graphics 520,Skylake
1026,561,Intel Celeron G1840,2800 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
3234,560,Intel Xeon E5-2430 v2,2500 MHz,3000 MHz,6,12,80 W,Ivy Bridge EN,FCLGA1356
3100,558,Intel Core i7-970,3200 MHz,3460 MHz,6,12,130 W,Gulftown,FCLGA1366
3330,558,Intel Xeon E5-2640,2500 MHz,3000 MHz,6,12,95 W,Sandy Bridge-EP,Socket 2011 LGA
1333,558,Intel Core i5-6200U,2300 MHz,2800 MHz,2,4,15 W,Intel HD Graphics 520,Skylake
1215,557,Intel Core i5-2540M,2600 MHz,3300 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
2256,557,Intel Core i7-875K,2930 MHz,3600 MHz,4,8,95 W,Lynnfield,LGA1156
1234,555,Intel Core i5-3210M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
3244,553,Intel Xeon X5670,2930 MHz,3330 MHz,6,12,95 W,Westmere-EP,Socket 1366 LGA
1223,553,Intel Core i7-3537U,2000 MHz,3100 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1993,552,Intel Core i7-2720QM,2200 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
2186,552,Intel Xeon W5580,3200 MHz,3460 MHz,4,8,130 W,Nehalem-EP,Socket 1366 LGA
1690,551,AMD Athlon X4 860K,3700 MHz,4000 MHz,4,4,95 W,Kaveri,Socket FM2+ (906)
2107,551,Intel Core i7-880,3070 MHz,3730 MHz,4,8,95 W,Lynnfield,LGA1156
1005,551,Intel Pentium G3240T,2700 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
2157,549,Intel Core i7-960,3200 MHz,3460 MHz,4,8,130 W,Bloomfield,FCLGA1366
2081,549,AMD FX-6350,3900 MHz,4200 MHz,6,6,125 W,Vishera,Socket AM3+
1522,549,AMD FX-4350,4200 MHz,4300 MHz,4,4,125 W,Vishera,Socket AM3+ (942)
1505,549,AMD FX - 4320,4000 MHz,4100 MHz,2,4,95 W,Vishera,Socket AM3+ (942)
1523,547,AMD A10-6800K,4100 MHz,4400 MHz,4,4,100 W,Radeon HD 8670D,Richland
997,547,Intel Pentium G2030,3000 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
2050,546,Intel Core i7-870,2930 MHz,3600 MHz,4,8,95 W,Lynnfield,LGA1156
1733,545,Intel Core 2 Extreme X9770,3200 MHz,,4,4,136 W,Yorkfield,Socket 775 LGA
1147,545,Intel Core i5-4210U,1700 MHz,2700 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
1242,545,Intel Core i3-7020U,2300 MHz,,2,4,15 W,Intel HD Graphics 620,Kaby Lake
2133,544,Intel Xeon W3565,3200 MHz,3460 MHz,4,8,130 W,Bloomfield,Socket 1366 LGA
4858,544,Intel Xeon E5-2660 v2,2200 MHz,3000 MHz,10,20,95 W,Ivy Bridge EP,FCLGA2011
1175,544,Intel Xeon E3-1220L v2,2300 MHz,3500 MHz,2,4,17 W,Ivy Bridge,FCLGA1155
2708,543,Intel Xeon X5570,2930 MHz,3330 MHz,4,8,95 W,Gainestown,Socket 1366 LGA
1956,542,Intel Xeon E3-1260L,2400 MHz,3300 MHz,4,8,45 W,Intel HD Graphics 2000,Sandy Bridge
1215,540,Intel Core i5-680,3600 MHz,3860 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
3121,540,Intel Xeon X5660,2800 MHz,3200 MHz,6,12,95 W,Westmere-EP,Socket 1366 LGA
968,540,Intel Pentium G870,3100 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
1002,540,Intel Celeron G1820,2700 MHz,,2,2,53 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1924,539,Intel Core i7-2670QM,2200 MHz,3100 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
4027,539,Intel Xeon E5-2660,2200 MHz,3000 MHz,8,16,95 W,Sandy Bridge-EP,Socket 2011 LGA
1246,538,Intel Core i5-655K,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1611,538,AMD Athlon X4 870K,3900 MHz,4100 MHz,2,4,95 W,Godavari,Socket FM2+ (906)
1196,536,Intel Core i3-2100,3100 MHz,,2,4,65 W,Intel HD Graphics 2000,Sandy Bridge
965,533,Intel Pentium G860,3000 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
1561,533,AMD A12-9800,3800 MHz,4200 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge
1169,532,Intel Core i3-2105,3100 MHz,,2,4,65 W,Intel HD Graphics 3000,Sandy Bridge
1162,531,Intel Core i5-2520M,2500 MHz,3200 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
963,531,Intel Pentium G2020,2900 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
5412,531,Intel Xeon E5-2470 v2,2400 MHz,3200 MHz,10,20,95 W,Ivy Bridge EN,FCLGA1356
2285,530,Intel Xeon D-1518,2200 MHz,2200 MHz,4,8,35 W,Broadwell,FCBGA1667
2088,529,Intel Core i7-950,3070 MHz,3330 MHz,4,8,130 W,Bloomfield,FCLGA1366
983,529,Intel Pentium G850,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
2050,529,Intel Xeon W3540,2930 MHz,3200 MHz,4,8,130 W,Bloomfield,Socket 1366 LGA
1150,529,Intel Core i5-4250U,1300 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 5000,Haswell
1121,529,Intel Core i5-4200U,1600 MHz,2600 MHz,2,4,15 W,Intel HD Graphics 4400,Haswell
2407,528,AMD FX-8300,3300 MHz,4200 MHz,8,8,95 W,Vishera,Socket AM3+ (942)
938,527,Intel Pentium G3220T,2600 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1574,526,AMD Athlon X4 845,3500 MHz,3800 MHz,2,4,65 W,Carrizo,Socket FM2+
1189,525,Intel Core i5-660,3330 MHz,3600 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
2496,525,AMD FX-8320,3500 MHz,3700 MHz,8,8,125 W,Vishera,Socket AM3+
1716,525,Intel Xeon E5-2609 v2,2500 MHz,2500 MHz,4,4,80 W,Ivy Bridge,Socket 2011 LGA
1150,524,Intel Core i7-3687U,2100 MHz,3300 MHz,2,4,17 W,Intel HD Graphics 4000,Ivy Bridge
1601,524,AMD A10-7850K,3700 MHz,4000 MHz,4,4,95 W,Radeon R7 Series,Kaveri
1872,523,Intel Core i7-2630QM,2000 MHz,2900 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
1124,523,Intel Core i5-2450M,2500 MHz,3100 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
930,523,Intel Celeron G1840T,2500 MHz,,2,2,35 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
1397,522,AMD A10-6790K,4000 MHz,4300 MHz,4,4,100 W,Radeon HD 8670D,Richland
1180,520,Intel Core i3-3220T,2800 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge
944,519,Intel Pentium G840,2800 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
1894,518,AMD FX-6120,3500 MHz,4100 MHz,3,6,95 W,Zambezi,Socket AM3+ (942)
1905,518,AMD FX-6300,3500 MHz,4100 MHz,6,6,95 W,Vishera,Socket AM3+
2531,517,AMD Phenom II X6 1100T Black Edition,3700 MHz,3700 MHz,6,6,125 W,Thuban,Socket AM3 (938)
2050,517,Intel Core i7-940,2930 MHz,3200 MHz,4,8,130 W,Bloomfield,FCLGA1366
1418,517,AMD A8-6600K,3900 MHz,4200 MHz,4,4,100 W,Radeon HD 8570D,Richland
948,517,Intel Pentium G2010,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
1557,516,AMD A10-7870K,3920 MHz,4100 MHz,2,4,95 W,Radeon R7 Series,Kaveri
1540,516,AMD A10-7860K,3600 MHz,4000 MHz,4,4,65 W,Radeon R7 Series,Godavari
2360,516,AMD FX-8310,3402 MHz,4300 MHz,4,8,95 W,Vishera,Socket AM3+ (942)
4035,515,Intel Xeon E5-2650,2000 MHz,2800 MHz,8,16,95 W,Sandy Bridge-EP,Socket 2011 LGA
1435,515,AMD A10-5800K,3800 MHz,4200 MHz,2,4,100 W,Radeon HD 7660D,Trinity
1186,515,Intel Pentium 4415U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake
1511,515,AMD Athlon X4 950,3500 MHz,,4,4,65 W,Bristol Ridge,AM4
1472,514,AMD FX-4170,4200 MHz,4300 MHz,2,4,125 W,Zambezi,Socket AM3+ (942)
2054,514,Intel Xeon W3550,3070 MHz,3330 MHz,4,8,130 W,Bloomfield,Socket 1366 LGA
3209,514,Intel Xeon E5-2420 v2,2200 MHz,2700 MHz,6,12,80 W,Ivy Bridge EN,FCLGA1356
940,513,Intel Pentium G645,2900 MHz,,2,2,65 W,Intel HD Graphics for 2nd Generation Intel Processors,Sandy Bridge
1447,513,AMD A10-6700,3700 MHz,4300 MHz,4,4,65 W,Radeon HD 8670D,Richland
1131,513,Intel Core i3-5020U,2200 MHz,,2,4,15 W,Intel HD Graphics 5500,Broadwell-U
1418,512,AMD FX-4300,3800 MHz,4000 MHz,4,4,95 W,Vishera,Socket AM3+
1127,511,Intel Core i5-2435M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1147,510,Intel Core i5-650,3200 MHz,3460 MHz,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
3278,510,Intel Xeon E5-2630L v2,2400 MHz,2800 MHz,6,12,60 W,Ivy Bridge EP,FCLGA2011
1608,509,Intel Core i5-760,2800 MHz,3330 MHz,4,4,95 W,Lynnfield,LGA1156
946,509,Intel Pentium 3560M,2400 MHz,,2,2,37 W,Intel HD Graphics for 4th Generation Intel Processors,Haswell
878,508,Intel Core M-5Y70,1100 MHz,2600 MHz,2,4,4 W,Intel HD Graphics 5300,Broadwell
3058,507,Intel Xeon X5650,2670 MHz,3060 MHz,6,12,95 W,Westmere-EP,Socket 1366 LGA
2380,506,AMD FX-8150,3600 MHz,3900 MHz,8,8,125 W,Zambezi,Socket AM3+
1126,506,Intel Core i3-4000M,2400 MHz,,2,4,37 W,Intel HD Graphics 4600,Haswell
4625,506,Intel Xeon E5-2658 v2,2400 MHz,3000 MHz,10,20,95 W,Ivy Bridge EP,FCLGA2011
1914,505,AMD FX-6200,3800 MHz,4100 MHz,3,6,125 W,Zambezi,Socket AM3+
2419,504,Intel Xeon X5550,2670 MHz,3060 MHz,4,8,95 W,Gainestown,Socket 1366 LGA
1117,504,Intel Core i7-3517U,1900 MHz,3000 MHz,2,4,17 W,Ivy Bridge,FCBGA1023
1395,504,AMD Athlon X4 760K,3800 MHz,4100 MHz,4,4,100 W,Richland,Socket FM2
1078,503,Intel Core i5-2430M,2400 MHz,3000 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
1172,503,Intel Pentium Gold 4417U,2300 MHz,,2,4,15 W,Intel HD Graphics 610,Kaby Lake R
2307,502,AMD FX-8320E,3200 MHz,4000 MHz,8,8,95 W,Vishera,Socket AM3+ (942)
1750,501,AMD Phenom II X4 980,3700 MHz,,4,4,125 W,Deneb,Socket AM3 (938)
918,501,Intel Pentium G2030T,2600 MHz,,2,2,35 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
2002,500,Intel Xeon W3530,2800 MHz,3060 MHz,4,8,130 W,Bloomfield,Socket 1366 LGA
1957,500,Intel Xeon X3460,2800 MHz,3460 MHz,4,8,95 W,Lynnfield,Socket 1156 LGA
1487,500,AMD FX - 770K,3500 MHz,3900 MHz,2,4,65 W,Kaveri,Socket FM2+ (906)
3088,499,Intel Xeon E5-2630,2300 MHz,2800 MHz,6,12,95 W,Sandy Bridge-EP,Socket 2011 LGA
1444,499,AMD A10 PRO-7800B ,3500 MHz,3900 MHz,4,4,65 W,Radeon R7 Series,Kaveri
1488,497,AMD A10-9700,3500 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Bristol Ridge
1357,496,AMD Athlon X4 750K,3400 MHz,4000 MHz,4,4,100 W,Trinity,Socket FM2
1858,495,Intel Core i7-2635QM,2000 MHz,2900 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
1069,494,Intel Core i5-2410M,2300 MHz,2900 MHz,2,4,35 W,Intel HD Graphics 3000,Sandy Bridge
914,494,Intel Celeron G1630,2800 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
1853,493,Intel Core i7-860,2800 MHz,3460 MHz,4,8,95 W,Lynnfield,LGA1156
1447,493,AMD A10-7800,3500 MHz,3900 MHz,4,4,65 W,Radeon R7 Series,Kaveri
1288,493,AMD A10 PRO-7850B,3700 MHz,4000 MHz,4,4,95 W,Radeon R7 Series,Kaveri
1772,492,Intel Core i7-2675QM,2200 MHz,3100 MHz,4,8,45 W,Intel HD Graphics 3000,Sandy Bridge
1342,492,AMD A8-6500,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland
1148,492,Intel Core i3-3240T,2900 MHz,,2,4,35 W,Intel HD Graphics 2500,Ivy Bridge
1548,491,Intel Core i5-750,2670 MHz,3200 MHz,4,4,95 W,Lynnfield,LGA1156
1935,491,Intel Core i7-930,2800 MHz,3060 MHz,4,8,130 W,Bloomfield,FCLGA1366
3040,490,Intel Xeon E5-2620 v2,2100 MHz,2600 MHz,6,12,80 W,Ivy Bridge EP,FCLGA2011
1290,490,AMD A8-6500B ,3500 MHz,4100 MHz,4,4,65 W,Radeon HD 8570D,Richland
1124,489,Intel Core i3-560,3330 MHz,,2,4,73 W,Intel HD Graphics for Previous Generation Intel Processors,Clarkdale
1385,488,AMD A8 PRO-7600B,3100 MHz,3800 MHz,4,4,65 W,Radeon R7 Series,Kaveri
1713,487,Intel Xeon E5-2609,2400 MHz,,4,4,80 W,Sandy Bridge-EP,Socket 2011 LGA
1448,487,AMD A8-7650K,3300 MHz,3800 MHz,4,4,95 W,Radeon R7 Series,Kaveri
1878,486,Intel Xeon X3450,2670 MHz,3200 MHz,4,8,95 W,Lynnfield,Socket 1156 LGA
1443,485,AMD Athlon X4 840,3100 MHz,3800 MHz,4,4,65 W,Kaveri,Socket FM2+ (906)
1128,485,Intel Core i3-3130M,2600 MHz,,2,4,35 W,Intel HD Graphics 4000,Ivy Bridge
1930,484,Intel Xeon W3520,2670 MHz,2930 MHz,4,8,130 W,Bloomfield,Socket 1366 LGA
1329,484,AMD A8-5600K,3600 MHz,3900 MHz,4,4,100 W,Radeon HD 7560G,Trinity
905,484,Intel Celeron G1620,2700 MHz,,2,2,55 W,Intel HD Graphics for 3rd Generation Intel Processors,Ivy Bridge
2842,484,Intel Xeon E5-2430,2200 MHz,2700 MHz,6,12,95 W,Sandy Bridge-EN,FCLGA1356
